SCC ID,URLs
505,['https://www.untref.edu.ar/mundountref/tags/administracion-y-gestion-de-politicas-sociales']
506,['https://www.untref.edu.ar/mundountref/tags/ajedrez']
507,['https://www.untref.edu.ar/mundountref/tags/alumnos']
508,['https://www.untref.edu.ar/mundountref/tags/america-latina']
509,['https://www.untref.edu.ar/mundountref/tags/artes-del-circo']
510,['https://www.untref.edu.ar/mundountref/tags/artes-electronicas']
511,['https://www.untref.edu.ar/mundountref/tags/arte']
512,['https://www.untref.edu.ar/mundountref/tags/becas']
513,['https://www.untref.edu.ar/mundountref/tags/biblioteca-y-centros-de-documentacion']
514,['https://www.untref.edu.ar/mundountref/tags/carrera-tag-test']
515,['https://www.untref.edu.ar/mundountref/tags/carreras']
516,['https://www.untref.edu.ar/mundountref/tags/cees']
517,['https://www.untref.edu.ar/mundountref/tags/ceiarte']
518,['https://www.untref.edu.ar/mundountref/tags/ceipsu']
519,['https://www.untref.edu.ar/mundountref/tags/celiv']
520,['https://www.untref.edu.ar/mundountref/tags/charlas']
521,['https://www.untref.edu.ar/mundountref/tags/ciclo-de-conciertos-para-ensambles']
522,['https://www.untref.edu.ar/mundountref/tags/cidem']
523,['https://www.untref.edu.ar/mundountref/tags/ciea']
524,['https://www.untref.edu.ar/mundountref/tags/ciencias-de-la-educacion']
525,['https://www.untref.edu.ar/mundountref/tags/cine']
526,['https://www.untref.edu.ar/mundountref/tags/cinea']
527,['https://www.untref.edu.ar/mundountref/tags/circo']
528,['https://www.untref.edu.ar/mundountref/tags/cistas']
529,['https://www.untref.edu.ar/mundountref/tags/cistas-1']
530,['https://www.untref.edu.ar/mundountref/tags/coloquios']
531,['https://www.untref.edu.ar/mundountref/tags/competencias']
532,['https://www.untref.edu.ar/mundountref/tags/computacion']
533,['https://www.untref.edu.ar/mundountref/tags/comunicacion-politica']
534,['https://www.untref.edu.ar/mundountref/tags/diplomatura-en-comunicacion-politica-y-de-gobierno']
535,['https://www.untref.edu.ar/mundountref/tags/comunicado']
536,['https://www.untref.edu.ar/mundountref/tags/concierto']
537,['https://www.untref.edu.ar/mundountref/tags/concurso']
538,['https://www.untref.edu.ar/mundountref/tags/conferencia-completa']
539,['https://www.untref.edu.ar/mundountref/tags/conferencias']
540,['https://www.untref.edu.ar/mundountref/tags/congreso']
541,['https://www.untref.edu.ar/mundountref/tags/contraluz-cine']
542,['https://www.untref.edu.ar/mundountref/tags/convenio']
543,['https://www.untref.edu.ar/mundountref/tags/cuarteto-de-cuerdas']
544,['https://www.untref.edu.ar/mundountref/tags/cuerpo-de-obra']
545,['https://www.untref.edu.ar/mundountref/tags/cultura']
546,['https://www.untref.edu.ar/mundountref/tags/curaduria']
547,['https://www.untref.edu.ar/mundountref/tags/curso-de-genetica-y-derechos-humanos']
548,['https://www.untref.edu.ar/mundountref/tags/curso-de-posgrado-en-gestion-del-patrimonio-cultural']
549,['https://www.untref.edu.ar/mundountref/tags/curso-de-posgrado-en-industrias-culturales-claves-para-su-gestion-y-desarrollo']
550,['https://www.untref.edu.ar/mundountref/tags/curso-de-posgrado-en-integracion-latinoamericana-y-dilemas-de-insercion-internacional-de-la-region']
551,['https://www.untref.edu.ar/mundountref/tags/curso-de-posgrado-en-negociacion']
552,['https://www.untref.edu.ar/mundountref/tags/politicas-y-gestion-del-sector-agroalimentario']
553,['https://www.untref.edu.ar/mundountref/tags/sistemas-de-calidad-y-comercio-internacional-de-los-alimentos']
554,['https://www.untref.edu.ar/mundountref/tags/curso-interdisciplinario-de-posgrado-metodologia-non-standard']
555,['https://www.untref.edu.ar/mundountref/tags/curso-sobre-sistema-financiero-y-deuda-publica-origen-estado-actual-e-implicancias-del-conflicto-con-los-fondos-buitres']
556,['https://www.untref.edu.ar/mundountref/tags/cursos']
557,['https://www.untref.edu.ar/mundountref/tags/ddhh']
558,['https://www.untref.edu.ar/mundountref/tags/deportes']
559,['https://www.untref.edu.ar/mundountref/tags/desarrollo-infantil']
560,['https://www.untref.edu.ar/mundountref/tags/destacados']
561,['https://www.untref.edu.ar/mundountref/tags/dia-nacional']
562,['https://www.untref.edu.ar/mundountref/tags/diplomatura-en-ulceras-y-heridas']
563,['https://www.untref.edu.ar/mundountref/tags/diplomatura-en-atencion-primaria-de-la-salud-aps']
564,['https://www.untref.edu.ar/mundountref/tags/diplomatura-en-ergonomia']
565,['https://www.untref.edu.ar/mundountref/tags/diplomatura-en-inclusion-escolar-con-orientacion-en-tes-trastornos-emocionales-severos']
566,['https://www.untref.edu.ar/mundountref/tags/diplomatura-en-marketing-deportivo']
567,['https://www.untref.edu.ar/mundountref/tags/diplomatura-en-negociacion-y-metodos-adecuados-de-resolucion-de-conflictos-laborales']
568,['https://www.untref.edu.ar/mundountref/tags/diplomatura-en-Relaciones-Sindicales-Internacionales']
569,['https://www.untref.edu.ar/mundountref/tags/diplomatura-superior-en-análisis-institucional-y-organizaciones-educativas']
570,['https://www.untref.edu.ar/mundountref/tags/diplomatura-universitaria-en-ensenanza-del-ajedrez']
571,['https://www.untref.edu.ar/mundountref/tags/diplomaturas']
572,['https://www.untref.edu.ar/mundountref/tags/direccion-de-instituciones-educativas']
573,['https://www.untref.edu.ar/mundountref/tags/doc-untref']
574,['https://www.untref.edu.ar/mundountref/tags/docentes']
575,['https://www.untref.edu.ar/mundountref/tags/doctorado-en-derecho-del-trabajo']
576,['https://www.untref.edu.ar/mundountref/tags/doctorado-en-educacion']
577,['https://www.untref.edu.ar/mundountref/tags/doctorado-en-epistemologia-e-historia-de-la-ciencia']
578,['https://www.untref.edu.ar/mundountref/tags/doctorado-en-historia']
579,['https://www.untref.edu.ar/mundountref/tags/doctorado-en-política-y-gestion-de-la-educación-superior']
580,['https://www.untref.edu.ar/mundountref/tags/doctorado-en-teoria-comparada-de-las-artes']
581,['https://www.untref.edu.ar/mundountref/tags/documental']
582,['https://www.untref.edu.ar/mundountref/tags/economia']
583,['https://www.untref.edu.ar/mundountref/tags/educacion']
584,['https://www.untref.edu.ar/mundountref/tags/educacion-de-la-primera-infancia']
585,['https://www.untref.edu.ar/mundountref/tags/educacion-intercultural']
586,['https://www.untref.edu.ar/mundountref/tags/educacion-secundaria']
587,['https://www.untref.edu.ar/mundountref/tags/eduntref']
588,['https://www.untref.edu.ar/mundountref/tags/enfermeria-2']
589,['https://www.untref.edu.ar/mundountref/tags/enfermeria']
590,['https://www.untref.edu.ar/mundountref/tags/ensenanza-de-baile-de-tango']
591,['https://www.untref.edu.ar/mundountref/tags/ensenanza-superior-en-ciencias-de-la-salud']
592,['https://www.untref.edu.ar/mundountref/tags/entrevistas']
593,['https://www.untref.edu.ar/mundountref/tags/escritura-creativa']
594,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-diseno-conceptual']
595,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-docencia-universitaria']
596,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-economia-y-negocios-con-asia-del-pacifico-e-india']
597,['https://www.untref.edu.ar/mundountref/tags/estudios-afroamericanos']
598,['https://www.untref.edu.ar/mundountref/tags/estudios-arabes-americano-arabes-e-islamicos']
599,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-estudios-indoamericanos']
600,['https://www.untref.edu.ar/mundountref/tags/estudios-judaicos-y-judeoamericanos']
601,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-gestion-de-la-tecnologia-y-la-innovacion']
602,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-gestion-de-lenguas']
603,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-gestion-logistica-calidad-y-comercio-internacional-con-orientacion-en-alimentos']
604,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-gestion-para-la-defensa']
605,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-gestion-publica']
606,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-industrias-culturales-en-la-convergencia-digital-2']
607,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-infancia-temprana-y-practicas-institucionales']
608,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-intervencion-y-gestion-gerontologica']
609,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-politicas-agroalimentarias']
610,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-politicas-sociales-urbanas']
611,['https://www.untref.edu.ar/mundountref/tags/especializacion-en-tributacion-local']
612,['https://www.untref.edu.ar/mundountref/tags/orientacion-vocacional-y-educativa']
613,['https://www.untref.edu.ar/mundountref/tags/especializacion-y-diplomatura-en-derechos-humanos']
614,['https://www.untref.edu.ar/mundountref/tags/especializacion-y-maestria-en-curaduria-en-artes-visuales']
615,['https://www.untref.edu.ar/mundountref/tags/estacion-untref']
616,['https://www.untref.edu.ar/mundountref/tags/estadistica']
617,['https://www.untref.edu.ar/mundountref/tags/estadistica-1']
618,['https://www.untref.edu.ar/mundountref/tags/estadistica-2']
619,['https://www.untref.edu.ar/mundountref/tags/estrenos']
620,['https://www.untref.edu.ar/mundountref/tags/eventos']
621,['https://www.untref.edu.ar/mundountref/tags/extension']
622,['https://www.untref.edu.ar/mundountref/tags/festival']
623,['https://www.untref.edu.ar/mundountref/tags/ficcion']
624,['https://www.untref.edu.ar/mundountref/tags/filosofia']
625,['https://www.untref.edu.ar/mundountref/tags/flisol']
626,['https://www.untref.edu.ar/mundountref/tags/fotografia']
627,['https://www.untref.edu.ar/mundountref/tags/futbol']
628,['https://www.untref.edu.ar/mundountref/tags/galeria-de-fotos']
629,['https://www.untref.edu.ar/mundountref/tags/genero']
630,['https://www.untref.edu.ar/mundountref/tags/genocidio']
631,['https://www.untref.edu.ar/mundountref/tags/geografia-complementacion']
632,['https://www.untref.edu.ar/mundountref/tags/geografia']
633,['https://www.untref.edu.ar/mundountref/tags/diplomatura-en-gestion-de-calidad-en-instituciones-de-salud']
634,['https://www.untref.edu.ar/mundountref/tags/gestion-del-arte-y-la-cultura']
635,['https://www.untref.edu.ar/mundountref/tags/gestion-del-deporte-complementacion']
636,['https://www.untref.edu.ar/mundountref/tags/gestion-educativa']
637,['https://www.untref.edu.ar/mundountref/tags/gestion-y-docencia-para-la-educacion-superior']
638,['https://www.untref.edu.ar/mundountref/tags/gestion-y-evaluacion-de-instituciones-educativas']
639,['https://www.untref.edu.ar/mundountref/tags/graduados']
640,['https://www.untref.edu.ar/mundountref/tags/hibridos']
641,['https://www.untref.edu.ar/mundountref/tags/higiene-y-seguridad-del-trabajo']
642,['https://www.untref.edu.ar/mundountref/tags/historia']
643,['https://www.untref.edu.ar/mundountref/tags/hockey']
644,['https://www.untref.edu.ar/mundountref/tags/honoris-causa']
645,['https://www.untref.edu.ar/mundountref/tags/iiac']
646,['https://www.untref.edu.ar/mundountref/tags/infancia']
647,['https://www.untref.edu.ar/mundountref/tags/ingenieria']
648,['https://www.untref.edu.ar/mundountref/tags/ingenieria-ambiental']
649,['https://www.untref.edu.ar/mundountref/tags/ingenieria-de-sonido']
650,['https://www.untref.edu.ar/mundountref/tags/ingenieria-en-computacion']
651,['https://www.untref.edu.ar/mundountref/tags/institucional']
652,['https://www.untref.edu.ar/mundountref/tags/instituto-tag-test']
653,['https://www.untref.edu.ar/mundountref/tags/instrumentacion-quirurgica']
654,['https://www.untref.edu.ar/mundountref/tags/internacional']
655,['https://www.untref.edu.ar/mundountref/tags/investigacion']
656,['https://www.untref.edu.ar/mundountref/tags/iommi']
657,['https://www.untref.edu.ar/mundountref/tags/libro']
658,['https://www.untref.edu.ar/mundountref/tags/literatura']
659,['https://www.untref.edu.ar/mundountref/tags/logistica']
660,['https://www.untref.edu.ar/mundountref/tags/maestria']
661,['https://www.untref.edu.ar/mundountref/tags/maestria-en-abogacia-del-estado']
662,['https://www.untref.edu.ar/mundountref/tags/maestria-en-analisis-politico']
663,['https://www.untref.edu.ar/mundountref/tags/maestria-en-creacion-musical-nuevas-tecnologias-y-artes-tradicionales']
664,['https://www.untref.edu.ar/mundountref/tags/maestria-en-derecho-del-trabajo-y-relaciones-laborales-internacionales']
665,['https://www.untref.edu.ar/mundountref/tags/maestría-en-derechos-humanos-estado-y-sociedad']
666,['https://www.untref.edu.ar/mundountref/tags/maestria-en-diversidad-cultural']
667,['https://www.untref.edu.ar/mundountref/tags/maestria-en-ensenanza-de-la-historia']
668,['https://www.untref.edu.ar/mundountref/tags/maestria-en-epistemologia-e-historia-de-la-ciencia']
669,['https://www.untref.edu.ar/mundountref/tags/maestria-en-escritura-creativa']
670,['https://www.untref.edu.ar/mundountref/tags/maestria-en-escritura-creativa-trabajos']
671,['https://www.untref.edu.ar/mundountref/tags/maestria-en-estudios-literarios-latinoamericanos']
672,['https://www.untref.edu.ar/mundountref/tags/maestria-en-estudios-y-politicas-de-genero']
673,['https://www.untref.edu.ar/mundountref/tags/maestria-en-generacion-y-analisis-de-informacion-estadistica']
674,['https://www.untref.edu.ar/mundountref/tags/maestria-en-gestion-de-lenguas']
675,['https://www.untref.edu.ar/mundountref/tags/maestria-en-gestion-y-evaluacion-de-la-educacion']
676,['https://www.untref.edu.ar/mundountref/tags/maestria-en-historia']
677,['https://www.untref.edu.ar/mundountref/tags/maestria-en-integracion-latinoamericana']
678,['https://www.untref.edu.ar/mundountref/tags/maestria-en-metodologia-de-la-investigacion-social-2']
679,['https://www.untref.edu.ar/mundountref/tags/maestria-en-periodismo-documental']
680,['https://www.untref.edu.ar/mundountref/tags/maestria-en-politicas-sociales-urbanas']
681,['https://www.untref.edu.ar/mundountref/tags/maestria-en-politicas-y-administracion-de-la-educacion']
682,['https://www.untref.edu.ar/mundountref/tags/maestria-en-politicas-y-gestion-de-las-migraciones-internacionales']
683,['https://www.untref.edu.ar/mundountref/tags/maestria-en-relaciones-comerciales-internacionales']
684,['https://www.untref.edu.ar/mundountref/tags/maestria-en-sociologia-politica-internacional']
685,['https://www.untref.edu.ar/mundountref/tags/maestria-en-tecnologia-y-estetica-de-las-artes-electronicas']
686,['https://www.untref.edu.ar/mundountref/tags/maestria-en-teoria-social-e-investigacion-empirica']
687,['https://www.untref.edu.ar/mundountref/tags/migraciones']
688,['https://www.untref.edu.ar/mundountref/tags/mucho-mas-untref']
689,['https://www.untref.edu.ar/mundountref/tags/muestras']
690,['https://www.untref.edu.ar/mundountref/tags/muntref']
691,['https://www.untref.edu.ar/mundountref/tags/musica']
692,['https://www.untref.edu.ar/mundountref/tags/musica-autoctona-clasica-y-popular-de-america']
693,['https://www.untref.edu.ar/mundountref/tags/natacion']
694,['https://www.untref.edu.ar/mundountref/tags/neo-media-lab']
695,['https://www.untref.edu.ar/mundountref/tags/nifede']
696,['https://www.untref.edu.ar/mundountref/tags/licenciatura-en-nutricion']
697,['https://www.untref.edu.ar/mundountref/tags/nutricion']
698,['https://www.untref.edu.ar/mundountref/tags/oiant']
699,['https://www.untref.edu.ar/mundountref/tags/orquesta']
700,['https://www.untref.edu.ar/mundountref/tags/pandemia']
701,['https://www.untref.edu.ar/mundountref/tags/periodismo-documental']
702,['https://www.untref.edu.ar/mundountref/tags/planeamiento-y-gestion-de-la-educacion']
703,['https://www.untref.edu.ar/mundountref/tags/podcast']
704,['https://www.untref.edu.ar/mundountref/tags/podcast-1']
705,['https://www.untref.edu.ar/mundountref/tags/podcast-2']
706,['https://www.untref.edu.ar/mundountref/tags/posgrado-en-administracion-tributaria-subnacional']
707,['https://www.untref.edu.ar/mundountref/tags/posgrado-en-economia-social-y-direccion-de-entidades-sin-fines-de-lucro']
708,['https://www.untref.edu.ar/mundountref/tags/posgrado-en-logistica-y-calidad-de-los-alimentos']
709,['https://www.untref.edu.ar/mundountref/tags/posgrado-en-gestion-logistica-y-comercio-internacional-con-orientacion-en-alimentos']
710,['https://www.untref.edu.ar/mundountref/tags/posgrado-en-tratamiento-de-adicciones-toxicas-y-no-toxicas']
711,['https://www.untref.edu.ar/mundountref/tags/posgrado-tag-test']
712,['https://www.untref.edu.ar/mundountref/tags/posgrados']
713,['https://www.untref.edu.ar/mundountref/tags/premios']
714,['https://www.untref.edu.ar/mundountref/tags/produccion-audiovisual']
715,['https://www.untref.edu.ar/mundountref/tags/profesorado-en-geografia-complementacion']
716,['https://www.untref.edu.ar/mundountref/tags/profesorado-en-historia']
717,['https://www.untref.edu.ar/mundountref/tags/licenciatura-en-proteccion-civil-y-emergencias']
718,['https://www.untref.edu.ar/mundountref/tags/proyectos']
719,['https://www.untref.edu.ar/mundountref/tags/psicomotricidad']
720,['https://www.untref.edu.ar/mundountref/tags/publicaciones']
721,['https://www.untref.edu.ar/mundountref/tags/pueblos-originarios']
722,['https://www.untref.edu.ar/mundountref/tags/realidad-virtual']
723,['https://www.untref.edu.ar/mundountref/tags/reconocimientos']
724,['https://www.untref.edu.ar/mundountref/tags/relaciones-comerciales-internacionales']
725,['https://www.untref.edu.ar/mundountref/tags/resolucion-de-conflictos-y-mediacion']
726,['https://www.untref.edu.ar/mundountref/tags/ribei']
727,['https://www.untref.edu.ar/mundountref/tags/rugby']
728,['https://www.untref.edu.ar/mundountref/tags/salud']
729,['https://www.untref.edu.ar/mundountref/tags/secundaria']
730,['https://www.untref.edu.ar/mundountref/tags/seminario']
731,['https://www.untref.edu.ar/mundountref/tags/series-web']
732,['https://www.untref.edu.ar/mundountref/tags/sistemas-de-informacion-geografica']
733,['https://www.untref.edu.ar/mundountref/tags/sociedad']
734,['https://www.untref.edu.ar/mundountref/tags/sociologia']
735,['https://www.untref.edu.ar/mundountref/tags/soevo']
736,['https://www.untref.edu.ar/mundountref/tags/solidaridad']
737,['https://www.untref.edu.ar/mundountref/tags/sonido']
738,['https://www.untref.edu.ar/mundountref/tags/taller']
739,['https://www.untref.edu.ar/mundountref/tags/tango']
740,['https://www.untref.edu.ar/mundountref/tags/teatro']
741,['https://www.untref.edu.ar/mundountref/tags/tecnologia']
742,['https://www.untref.edu.ar/mundountref/tags/tips']
743,['https://www.untref.edu.ar/mundountref/tags/torneos']
744,['https://www.untref.edu.ar/mundountref/tags/trayectorias']
745,['https://www.untref.edu.ar/mundountref/tags/un3']
746,['https://www.untref.edu.ar/mundountref/tags/unesco']
747,['https://www.untref.edu.ar/mundountref/tags/untref-media']
748,['https://www.untref.edu.ar/mundountref/tags/untref-saludable']
749,['https://www.untref.edu.ar/mundountref/tags/untref-sonoro']
750,['https://www.untref.edu.ar/mundountref/tags/untref-virtual']
751,['https://www.untref.edu.ar/mundountref/tags/videojuegos']
752,['https://www.untref.edu.ar/mundountref/tags/visitas']
753,['https://www.untref.edu.ar/mundountref/tags/voley']
754,['https://www.untref.edu.ar/mundountref/tags/xirgu']
